;name;price;price_reduced;guests;bedrooms;beds;bathrooms;lat;lng;nr_of_ratings;rating_overall;rating_valueformoney;rating_location;rating_checkin;rating_communication;rating_cleanliness;rating_data_accuracy;comments;rooms;price_y;district;mean_rental_price
562;Traumwohnung mit Dachterrasse im Kreis 4;179.0;0.0;3;1;1;1.5;47.3779;8.527;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;['perfect apartment and perfect host! Highly recommend.'];3;179.0;Werd;2179.0
563;3-Zimmer-Wohnung in Zürichs Top-Zentrallage;180.0;0.0;6;1;3;1.0;47.36325;8.55957;64;4.8;4.6;4.9;4.9;4.9;4.8;4.8;['Wir hatten eine gute Zeit in der Wohnung. Sie ist super gut gelegen. In 10 Minuten ist man zu Fuss in der Innenstadt. Die Räume sind hell und grosszügig. Für Gäste die gerne kochen ist die karge Küchenausstattung eine Herausforderung. Die Betten sind bequem.', 'Schöne grosse Wohnung mit allem Komfort, gerne wieder!', 'Die Wohnung hat uns als Familie sehr gefallen. Sehr geräumig und tolle Lage!', 'Die Wohnung ist sauber, zentral gelegen und für 5 Personen sehr groß. Für einen kuren Aufenthalt in Zürich kann ich die Wohnung auf jeden Fall weiterempfehlen. Wir würden wiederkommen!', 'Schöne saubere Wohnung in perfekter Lage für touristischen Zürich-Besuch. Alle innerstädtischen Sehenswürdigkeiten schnell mit derTram erreichbar.\n\nUnkomplizierter, freundlicher, zuvorkommender (hat extra für uns einen Kinderhochstuhl organisiert) schnell antwortender Host.\n\nGerne jederzeit wieder :-)', 'Alles gut, weniger laut als man von der Lage annehmen könnte.', 'Wir hatten eine gute Zeit in der Wohnung. Sie ist super gut gelegen. In 10 Minuten ist man zu Fuss in der Innenstadt. Die Räume sind hell und grosszügig. Für Gäste die gerne kochen ist die karge Küchenausstattung eine Herausforderung. Die Betten sind bequem.', 'Schöne grosse Wohnung mit allem Komfort, gerne wieder!', 'Die Wohnung hat uns als Familie sehr gefallen. Sehr geräumig und tolle Lage!', 'Die Wohnung ist sauber, zentral gelegen und für 5 Personen sehr groß. Für einen kuren Aufenthalt in Zürich kann ich die Wohnung auf jeden Fall weiterempfehlen. Wir würden wiederkommen!', 'Wir haben uns wohl gefühlt in der Wohnung. Alles hat reibungslos und schnell geklappt. Die Lage ist gut (etwas Lärm durch den Verkehr, aber nicht schlimm), man ist schnell überall mit dem ÖV. In der Wohnung war alles Nötige vorhanden. Wir können Daniels Wohnung empfehlen!'];6;180.0;Hirslanden;
564;Charmante 1BD-Wohnung / Altstadt UZ1;179.0;0.0;4;1;2;1.0;47.3718;8.5454;208;4.79;4.7;5.0;5.0;4.9;4.8;4.9;['Die Wohnung befindet sich in einem sehr schönen Viertel: kleine Gassen, viele tolle Shops, Galerien von den Künstlern und Handwerkern, kleine Cafés. Sehr außergwöhnlich!\nNur 2 Stationen mit dem Bus oder Straßenbahn vom Hauptbahnhof entfernt (an dieser Stelle extra Lob an die Öffis in Zürich!!!)\nDas Haus, in dem sich die Wohnung befindet, ist ein Traum! Die Wohnung war sauber, Bettwäsche und Tücher von guter Qualität! In der Küche gab es alles, was man braucht (und bei einem Aufenthalt mit drei Kindern braucht man schon viel).\nIch danke der Gastgeberin für die schnelle Kommunikation und klare Anweisungen.\nZürich ist eine wunderschöne Stadt. Wir werden uns sicher schon bald wiedersehen!', 'Das Apartment ist perfekt ausgestattet und liebevoll hergerichtet gewesen. Sehr sauber und gut aufgeteilt. Ruhige Lage.', 'Tanias Appartement ist sehr hell und freundlich eingerichtet. Die Lage war optimal, sehr zentral und doch ruhig. Ich habe mich sehr wohl gefühlt und werde gerne wieder kommen.', 'Perfekte Lage und direkte Anbindung an die Altstadt! Es gibt einen Parkplatz ganz in der Nähe - sehr praktisch zum Ausladen. Das Apartment ist sehr sauber und praktisch eingerichtet, es gibt auch einen Geschirrspüler. Die Lage ist absolut ruhig, obwohl man sich direkt im Zentrum befindet. Super Quartier für einen Kurztrip nach Zürich!', 'Wir waren rundum zufrieden!', 'Wunderschöne Lage, saubere Wohnung, netter Kontakt, alles war tiptop', 'Die Wohnung befindet sich in einem sehr schönen Viertel: kleine Gassen, viele tolle Shops, Galerien von den Künstlern und Handwerkern, kleine Cafés. Sehr außergwöhnlich!\nNur 2 Stationen mit dem Bus oder Straßenbahn vom Hauptbahnhof entfernt (an dieser Stelle extra Lob an die Öffis in Zürich!!!)\nDas Haus, in dem sich die Wohnung befindet, ist ein Traum! Die Wohnung war sauber, Bettwäsche und Tücher von guter Qualität! In der Küche gab es alles, was man braucht (und bei einem Aufenthalt mit drei Kindern braucht man schon viel).\nIch danke der Gastgeberin für die schnelle Kommunikation und klare Anweisungen.\nZürich ist eine wunderschöne Stadt. Wir werden uns sicher schon bald wiedersehen!', 'Das Apartment ist perfekt ausgestattet und liebevoll hergerichtet gewesen. Sehr sauber und gut aufgeteilt. Ruhige Lage.', 'Tanias Appartement ist sehr hell und freundlich eingerichtet. Die Lage war optimal, sehr zentral und doch ruhig. Ich habe mich sehr wohl gefühlt und werde gerne wieder kommen.', 'Perfekte Lage und direkte Anbindung an die Altstadt! Es gibt einen Parkplatz ganz in der Nähe - sehr praktisch zum Ausladen. Das Apartment ist sehr sauber und praktisch eingerichtet, es gibt auch einen Geschirrspüler. Die Lage ist absolut ruhig, obwohl man sich direkt im Zentrum befindet. Super Quartier für einen Kurztrip nach Zürich!', 'sehr nette Wohnung in hervorragender Lage'];4;179.0;Mühlebach;3088.0
565;Neues Inserat: atemberaubendes Loft im hippen Zürich West;200.0;0.0;2;1;2;1.5;47.38559;8.51446;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;['Ich hatte einen absolut wunderbaren Aufenthalt. Von dem Moment an, als ich ankam, haben sie alles gegeben, um dafür zu sorgen, dass ich alles hatte, was ich für einen angenehmen Aufenthalt brauchte. Die Kommunikation war klar und zeitnah, und sie waren unglaublich einladend und freundlich.\n\nDie Wohnung selbst war einwandfrei sauber und schön eingerichtet. Es hatte alle Ausstattungen, die ich brauchte, einschließlich einer komplett ausgestatteten Küche und eines bequemen Bettes. Die Lage war auch fantastisch, mit guter Anbindung an die öffentlichen Verkehrsmittel und viele tolle Restaurants und Geschäfte, die zu Fuß erreichbar sind.\n\nWährend meines gesamten Aufenthalts standen sie jederzeit für Fragen zur Verfügung. Ich habe ihre Gastfreundschaft und Liebe zum Detail sehr geschätzt und meinen Aufenthalt in Zürich unvergesslich gemacht.\n\nInsgesamt würde ich die Unterkunft jedem empfehlen, der eine komfortable und einladende Unterkunft sucht.\nMehr anzeigen'];2;200.0;Gewerbeschule;1623.0
567;Schöne 1 BR Wohnung im Stadtzentrum / in der Nähe des Sees (D7);169.0;0.0;4;1;2;1.0;47.3572;8.5547;102;4.82;4.7;5.0;5.0;4.9;4.8;4.9;['Die Wohnung ist wirklich sehr schön und geräumig. Durch die vielen Fenster hat man tagsüber viel Tageslicht. Die öffentliche Anbindung ist auch perfekt. Die Tram ist im vorbeifahren zwar hörbar, aber nicht weiter störend.\n\nTania war immer schnell zu erreichen und hat innerhalb weniger Minuten geantwortet. Auf Anfrage war sogar ein Late Check-out möglich.\n\nGerne wieder!', 'Alles super, gerne wieder', 'Sehr sauber und heimisch eingerichtet. Super zentral ! Nur zu empfehlen !! Ein wunderschönes Apartment wie alle von Tania!', 'Alles gut gelaufen.', 'Tolle Wohnung und sehr gute Kommunikation mit Tanja.', 'vielen dank und ich komme sehr gern wieder👍', 'Die Wohnung ist wirklich sehr schön und geräumig. Durch die vielen Fenster hat man tagsüber viel Tageslicht. Die öffentliche Anbindung ist auch perfekt. Die Tram ist im vorbeifahren zwar hörbar, aber nicht weiter störend.\n\nTania war immer schnell zu erreichen und hat innerhalb weniger Minuten geantwortet. Auf Anfrage war sogar ein Late Check-out möglich.\n\nGerne wieder!', 'Alles super, gerne wieder', 'Sehr sauber und heimisch eingerichtet. Super zentral ! Nur zu empfehlen !! Ein wunderschönes Apartment wie alle von Tania!', 'Alles gut gelaufen.', 'Tolle Wohnung und sehr gute Kommunikation mit Tanja.', 'Zentrale Lage, coole Wohnung'];4;169.0;Hirslanden;2386.0
568;Executive 1BD-Wohnung/ Stadtzentrum (Hösch 2);171.0;0.0;4;1;2;1.0;47.3573;8.5536;26;4.92;4.8;4.9;5.0;4.8;4.9;4.8;['Sehr zu empfehlen', 'The host canceled this reservation 8 days before arrival. This is an automated posting.', 'Great place. Close to everything', 'This apartment (flat) is located in a great part of town and about a 10 minute drive from Old Town Zurich and the Central Train Station. The inside was very clean and cozy. There is a lot of space to hang your clothes and the living room and kitchen are a decent size, perfect for a couple or two people. The neighborhood is very safe and there is paid street parking right outside of the building. We rented a car, so we were happy to be able to park right out front. There is an elevator (lift) in the building, which made it easy to bring our luggage up. There is also a convenience/ grocery store right down the street, which made it easy to get things we needed without driving. The host communicated in a timely manner, she provided easy to read instructions during our stay and even provided a guide map of the city. We had a great stay with no issues. We would definitely stay here again when visiting Zurich!', 'Vielen Dank für alles! Tolle Unterkunft, super zentrale Lage und sehr netter und schneller Kontakt. Nur zu empfehlen!', 'sehr schön', 'Sehr zu empfehlen', 'The host canceled this reservation 8 days before arrival. This is an automated posting.', 'Great place. Close to everything', 'This apartment (flat) is located in a great part of town and about a 10 minute drive from Old Town Zurich and the Central Train Station. The inside was very clean and cozy. There is a lot of space to hang your clothes and the living room and kitchen are a decent size, perfect for a couple or two people. The neighborhood is very safe and there is paid street parking right outside of the building. We rented a car, so we were happy to be able to park right out front. There is an elevator (lift) in the building, which made it easy to bring our luggage up. There is also a convenience/ grocery store right down the street, which made it easy to get things we needed without driving. The host communicated in a timely manner, she provided easy to read instructions during our stay and even provided a guide map of the city. We had a great stay with no issues. We would definitely stay here again when visiting Zurich!', 'A fantastic apartment for exploring Zürich. The location is excellent for getting around the city either by foot or public transport. Excellent communication from Tania and very easy check in. The apartment itself was very clean and provided everything we needed (an extra bonus was having Netflix on the tv for the children after a long day walking!) We loved our stay and would highly recommend it to others!'];4;171.0;Hirslanden;2386.0
569;Penthouse-Wohnung im Stadtzentrum/in der Nähe des Sees (SF18);199.0;0.0;6;2;2;1.0;47.3613;8.5517;24;4.88;4.8;5.0;4.9;5.0;4.9;4.9;"['Top Wohnung und top Lage', 'Gute Lage, Stadtzentrum in 5min zu Fuss zu erreichen. Grosse Wohnung, absolut ruhig.', 'Everything was perfect. Very nice appartement, clean, well equipped and well located in the heart of Zurich. Smooth and clear communication with Tania.', 'Overall good for our two night stay. Easy access to tram made getting around very convenient.\n\nPros:\n- great location\n-space is generous\n-very clean\n-easy access to tram\n\nCons:\n-this is a generic corporate rental, very minimal supplies (well used kitchen sponge, roll of paper towels almost empty, salt & pepper only thing in the kitchen), no books, games or personal touches\n- low door frames (my husband and son kept bumping their heads)\n-one towel per person. NO extra pillows', 'Tania hat eine sehr schöne Wohnung im Angebot. Wir haben alles sauber und ordentlich vorgefunden. Auch die Übergabe lief problemlos. Wir hatten insgesamt eine schöne Zeit in Zürich und ausreichend Platz und Komfort durch die Wohnung.', 'Lage und Apartment waren super .\nLeider war uns nicht klar ob und wie man den Ofen benutzen konnte. Sowie die Heizung konnte man nicht richtig regeln .', 'Top Wohnung und top Lage', 'Gute Lage, Stadtzentrum in 5min zu Fuss zu erreichen. Grosse Wohnung, absolut ruhig.', 'Everything was perfect. Very nice appartement, clean, well equipped and well located in the heart of Zurich. Smooth and clear communication with Tania.', 'Overall good for our two night stay. Easy access to tram made getting around very convenient.\n\nPros:\n- great location\n-space is generous\n-very clean\n-easy access to tram\n\nCons:\n-this is a generic corporate rental, very minimal supplies (well used kitchen sponge, roll of paper towels almost empty, salt & pepper only thing in the kitchen), no books, games or personal touches\n- low door frames (my husband and son kept bumping their heads)\n-one towel per person. NO extra pillows', ""Easy access to trams making it a breeze to get around Zurich. Short walk to shops, restaurants and supermarkets. Tania's apartment was spotless clean and floor heating during winter 👌. Host was super responsive to help us figure out how to dial down the heating. Lovely stay and would come again !""]";6;199.0;Hirslanden;
570;Fantastische 1-BR-Wohnung im Stadtzentrum (West 7);189.0;0.0;4;1;1;1.0;47.3724;8.5199;12;4.75;4.4;4.8;4.9;4.8;4.8;4.8;['Tolle Wohnung! Gerne wieder 🤗', 'Super Absteige, wenn du wegen Zürich kommst, zentral im lebendigen Kreis 3 mit vielen Beizen und guten Verbindungen ins Zentrum, zum Bahnhof etc. Wir waren zwei Nächte, tiptop. Check-in/out unkompliziert, alles soweit ok ohne Schiggschnagg.\nP&C', 'Sehr empfehlenswert!', 'The apartment looks exactly like the pictures. Very quiet area with supermarkets and close to the train station. Despite the reason for the trip being for a funeral ceremony, I felt at home, it was super cozy and relaxing. Tania was super friendly.', 'Sehr schöne saubere Wohnung. großartige Lage .', 'Schon das 2te Mal da gewesen und werde auf jeden fall zurück kommen. Tolle Wohnung, tolle Lage 🥰', 'Tolle Wohnung! Gerne wieder 🤗', 'Super Absteige, wenn du wegen Zürich kommst, zentral im lebendigen Kreis 3 mit vielen Beizen und guten Verbindungen ins Zentrum, zum Bahnhof etc. Wir waren zwei Nächte, tiptop. Check-in/out unkompliziert, alles soweit ok ohne Schiggschnagg.\nP&C', 'Sehr empfehlenswert!', 'The apartment looks exactly like the pictures. Very quiet area with supermarkets and close to the train station. Despite the reason for the trip being for a funeral ceremony, I felt at home, it was super cozy and relaxing. Tania was super friendly.', 'Great place, great host ! Can recommend only'];4;189.0;Werd;2596.0
571;2-Zimmer-Wohnung im gehobenen Viertel Zürich;170.0;0.0;4;2;2;1.5;47.3838;8.5733;12;4.67;4.5;4.9;4.8;4.9;4.6;4.9;"[""Michele's Unterkunft war toll für meine Eltern, die Zürich besuchten. In einer wunderbaren Gegend in der Nähe unseres Hauses ist die Wohnung geräumig, sauber, hell und verfügt über wunderbare Betten. Die Kommunikation mit Michele war super einfach und er hat alle unsere Fragen sofort beantwortet. Ich kann diese tolle Wohnung definitiv empfehlen und meine Eltern würden gerne bei ihren nächsten Besuchen in Zürich wiederkommen. Ein toller Fund!"", 'Zusammengefasst: alles super! Wirklich perfekte Wohnung! Wirklich perfekte Wohnung', 'Die Wohnung war ideal gelegen und sehr angenehm. Michele war sehr praktisch und reaktionsschnell. Wir kommen bestimmt wieder!', 'Die Wohnung ist sehr schön und sauber\nGut gelegene\nMichele ist sehr reaktionsschnell und flexibel!', 'Sehr schöne und geräumige Wohnung mit eigenem Parkplatz. In einer schönen und ruhigen Gegend in der Nähe der öffentlichen Verkehrsmittel mit schnellem Zugang zum Stadtzentrum. Wir haben unseren Aufenthalt sehr genossen und Michele ist eine gute Gastgeberin, die sehr schnell reagiert.', 'Michelles war unglaublich. Wunderschön eingerichtet mit viel Platz. Schöne Küche, um einige Mahlzeiten zuzubereiten und leicht zugänglich zur Straßenbahn für einen problemlosen Zugang zum Zentrum von Zürich.', ""Michele's Unterkunft war toll für meine Eltern, die Zürich besuchten. In einer wunderbaren Gegend in der Nähe unseres Hauses ist die Wohnung geräumig, sauber, hell und verfügt über wunderbare Betten. Die Kommunikation mit Michele war super einfach und er hat alle unsere Fragen sofort beantwortet. Ich kann diese tolle Wohnung definitiv empfehlen und meine Eltern würden gerne bei ihren nächsten Besuchen in Zürich wiederkommen. Ein toller Fund!"", 'Zusammengefasst: alles super! Wirklich perfekte Wohnung! Wirklich perfekte Wohnung', 'Die Wohnung war ideal gelegen und sehr angenehm. Michele war sehr praktisch und reaktionsschnell. Wir kommen bestimmt wieder!', 'Die Wohnung ist sehr schön und sauber\nGut gelegene\nMichele ist sehr reaktionsschnell und flexibel!', 'Schöne Wohnung, sehr günstig für Zürich und den Flughafen']";4;170.0;Hottingen;2964.0
572;Charming flat in hip & vibrant area;180.0;0.0;4;2;2;1.0;47.3808;8.5343;198;4.92;4.8;4.9;4.9;4.9;5.0;5.0;['War ein toller Aufenthalt hat alles gepasst', 'Hyesook ist eine sehr freundliche und sympatische Gastgeberin. Die Kommunikation war hervorragend. Die Wohnung ist sehr schön und komfortabel mit bequemen Bettenund einer voll ausgestatteten Küche. Wir werden diese Wohnung auf jeden Fall wieder buchen.', 'Vielen Dank für den tollen Aufenthalt 🙏🏽', 'Sehr schöne Unterkunft, superzentral gelegen, Hauptbahnhof, Restaurants u.nd Supermärkte direkt um die Ecke, großzügig viel Platz und sehr schön eingerichtet mit allem, was man braucht. Internet funktionert auch gut. Kommunikation mit Hyesook sehr freundlich und zuvorkommend. Gerne wieder!', 'Hyesook hat uns sehr freundlich in Empfang genommen und konnte uns viele hilfreiche Tipps und Empfehlungen geben.\ndie Wohnung liegt sehr nah am Hauptbahnhof, was für uns sehr praktisch war.\nDie Wohnung ist mit mehr, als allem was man so brauchen könnte, ausgestattet und wir haben uns sofort wohl gefühlt.', 'Tolle Unterkunft in einer sehr zentralen Lage. Sehr nette Kommunikation und Begrüßung durch die Vermieterin.', 'War ein toller Aufenthalt hat alles gepasst', 'Hyesook ist eine sehr freundliche und sympatische Gastgeberin. Die Kommunikation war hervorragend. Die Wohnung ist sehr schön und komfortabel mit bequemen Bettenund einer voll ausgestatteten Küche. Wir werden diese Wohnung auf jeden Fall wieder buchen.', 'Vielen Dank für den tollen Aufenthalt 🙏🏽', 'Sehr schöne Unterkunft, superzentral gelegen, Hauptbahnhof, Restaurants u.nd Supermärkte direkt um die Ecke, großzügig viel Platz und sehr schön eingerichtet mit allem, was man braucht. Internet funktionert auch gut. Kommunikation mit Hyesook sehr freundlich und zuvorkommend. Gerne wieder!', 'Ganz toll - Hyesook ist supernett und korrekt, hat immer rasend schnell geantwortet und alles hat supergut geklappt. Die Location ist sehr zentral, direkt am Hauptbahnhof, praktisch für uns, die wir viel in der Stadt zu erledigen hatten. Alles blitzsauber und geschmackvoll und die Küche ausgestattet mit allen, was man so braucht. Auch die WLan-Verbindung lief stabil. Wir haben zu viert in dem Appartment gewohnt, und selbst mit 4 Leuten ist die Wohnung noch geräumig genug. Wir kommen gerne wieder!'];4;180.0;Werd;2596.0
573;Executive 2BR Zentral gelegen + Balkon;215.0;0.0;6;2;2;1.0;47.3841;8.5082;164;4.35;4.3;4.5;4.7;4.4;4.5;4.6;['Sehr angenehmer Aufenthalt !', 'Sehr nett eingerichtete Wohnung, nur 2 Gehminuten vom Letzigrund entfernt.\nWenn man ins Stadion will optimal.\nDas Ein und Aus-Checken ist sehr einfach.', 'Top Wohnlage, ins Zentrum 30 min zu fuss, aber Öffis gehen auch gut. Für 4 Personen top, die 5./6. Person lebt eher spartanisch.\nAber im Gesamteindruck gut und sauber', 'Wunderschönes Apartment! Sehr empfehlenswert!', 'Der Check-in und die Kommunikation waren sehr gut! Für unseren Geschmack war die Wohnung zu weit weg aus der Stadt, die Anbindung ist jedoch gut. Die Küche ist leider nicht gerade sauber gewesen und der Schimmel an der Decke des Badezimmers könnte auch mal behandelt werden… die Couch könnte auch gut ersetzt werden.\nWir haben das beste draus gemacht ☺️', 'Die Wohnung war prinzipiell sauber. Allerdings ist an der Badezimmerdecke Schimmel und die Matratze für das Ausziehsofa war dreckig. Die Wohnung ist gut gelegen in einer ruhigen Nachbarschaft und mit guter Anbindung an den Bus.\nFür 6 Personen ist es nicht optimal, da das Ausziehsofa sehr durchgelegen war und es nur vier Stühle am Tisch gibt. Für 4 Personen passt es gut.', 'Sehr angenehmer Aufenthalt !', 'Sehr nett eingerichtete Wohnung, nur 2 Gehminuten vom Letzigrund entfernt.\nWenn man ins Stadion will optimal.\nDas Ein und Aus-Checken ist sehr einfach.', 'Top Wohnlage, ins Zentrum 30 min zu fuss, aber Öffis gehen auch gut. Für 4 Personen top, die 5./6. Person lebt eher spartanisch.\nAber im Gesamteindruck gut und sauber', 'Wunderschönes Apartment! Sehr empfehlenswert!', 'Sehr gut gelegen. Gute Ausstattung in der Küche.'];6;215.0;Sihlfeld;
574;Bullerby in Zürich - Resö;202.0;0.0;4;1;2;1.0;47.40136;8.57614;27;4.93;4.7;4.9;5.0;4.9;5.0;5.0;['Ein wunderbarer Ort, um die Natur zu geniessen und die Seele baumeln zu lassen. Ideal für gross und klein.', 'Die Kommunikation mit Line war schnell und unkompliziert, ihr Mann war stets zu einem netten Gespräch bereit. Die saubere Unterkunft ist sehr gemütlich im nordischen Stil eingerichtet, mit Liebe zum Detail. Der Wunsch nach einer laktosefreien Milch zum (sehr guten)Frühstück wurde problemlos erfüllt. Für meine Eltern war es die erste AirBnB-Erfahrung und sie waren begeistert :-) Wir können einen Aufenthalt im Zürcher Bullerby nur empfehlen!', 'Gut erreichbar mit dem ÖV. Sauber & sehr bequeme Betten. Spielplatz neben dem Airbnb sorgt auch für Spass.', 'Wir haben eine wunderschöne Wochenende gehabt! Alles war perfekt und wir haben echt geniessen. Die Ort ist sehr schön, ganz nah von Zürich aber in der Natur. Ich empfehle die Ort.', 'Sehr schön, alles wie beschrieben. Wir kommen gern wieder!', 'Beste Erholung für die ganze Familie am Stadtrand von Zürich!', 'Ein wunderbarer Ort, um die Natur zu geniessen und die Seele baumeln zu lassen. Ideal für gross und klein.', 'Die Kommunikation mit Line war schnell und unkompliziert, ihr Mann war stets zu einem netten Gespräch bereit. Die saubere Unterkunft ist sehr gemütlich im nordischen Stil eingerichtet, mit Liebe zum Detail. Der Wunsch nach einer laktosefreien Milch zum (sehr guten)Frühstück wurde problemlos erfüllt. Für meine Eltern war es die erste AirBnB-Erfahrung und sie waren begeistert :-) Wir können einen Aufenthalt im Zürcher Bullerby nur empfehlen!', 'Gut erreichbar mit dem ÖV. Sauber & sehr bequeme Betten. Spielplatz neben dem Airbnb sorgt auch für Spass.', 'Wir haben eine wunderschöne Wochenende gehabt! Alles war perfekt und wir haben echt geniessen. Die Ort ist sehr schön, ganz nah von Zürich aber in der Natur. Ich empfehle die Ort.', 'War super, vielen Dank! Besonders zu empfehlen mit kleinen Kindern!'];4;202.0;Hirzenbach;1677.0
576;Gartenapartment mit Pool;180.0;0.0;4;2;2;1.0;47.40109;8.50269;47;4.98;4.8;4.9;4.9;4.9;5.0;5.0;['Alles war bestens hat perfekt geklappt und Peter war ein toller Gastgeber.\nWir empfehlen Peter und seine Lokation wärmstens weiter.\nVielen Dank für alles!', 'Tolle Lage mit kurzen Wegen zu ÖPNV, Supermärkten und allem was man braucht. Das Highlight ist sicherlich der Pool, den man mitbenutzen darf. Alles war sehr sauber und geschmackvoll eingerichtet. Die Gastgeber sind sehr herzlich und hatten viele Tipps für Unternehmungen. Wir kommen gerne wieder.', 'Peter und Silvia haben uns sehr willkommen geheißen und waren phantastische Gastgeber, die sich Zeit für uns genommen, uns mit tollen Ausflugszielen versorgt haben und sehr hilfsbereit waren. Nicht nur für die Kinder boten Pool und der wunderschön blühende Garten beste Erholungsräume. Das Auto darf auf einem hauseigenen Parkplatz unterkommen und die Aussicht vom schnell erreichbaren Bergrücken auf Zürich und Berge ist beeindruckend. Einkaufsmöglichkeiten sind in unmittelbarer Nähe. Wir kommen sehr gerne wieder!', 'Angenehmer Aufenthalt, sehr sauber und ruhig. Klar zu empfehlen!', 'Die Wohnung ist ideal gelegen (Bus zum Zentrum ganz in der Nähe, trotzdem eine Ruheoase), schön eingerichtet und sauber. Hervorzuheben ist der Zugang zum wunderbaren Garten.', 'Wir waren rundum sehr zufrieden und alles hat super gepasst.', 'Alles war bestens hat perfekt geklappt und Peter war ein toller Gastgeber.\nWir empfehlen Peter und seine Lokation wärmstens weiter.\nVielen Dank für alles!', 'Tolle Lage mit kurzen Wegen zu ÖPNV, Supermärkten und allem was man braucht. Das Highlight ist sicherlich der Pool, den man mitbenutzen darf. Alles war sehr sauber und geschmackvoll eingerichtet. Die Gastgeber sind sehr herzlich und hatten viele Tipps für Unternehmungen. Wir kommen gerne wieder.', 'Peter und Silvia haben uns sehr willkommen geheißen und waren phantastische Gastgeber, die sich Zeit für uns genommen, uns mit tollen Ausflugszielen versorgt haben und sehr hilfsbereit waren. Nicht nur für die Kinder boten Pool und der wunderschön blühende Garten beste Erholungsräume. Das Auto darf auf einem hauseigenen Parkplatz unterkommen und die Aussicht vom schnell erreichbaren Bergrücken auf Zürich und Berge ist beeindruckend. Einkaufsmöglichkeiten sind in unmittelbarer Nähe. Wir kommen sehr gerne wieder!', 'Sehr zu empfehlen, danke!'];4;180.0;Höngg;2213.0
