;Unnamed: 0;rating_overall;comments;preprocessed_comment
430;49;4.89;Unser Aufenthalt in Zürich in der schönen Wohnung von Ganimete hat uns sehr gut gefallen. Direkt am Fluss gelegen der perfekte Ort für den Sommer! Top Preis-Leistung! :);aufenthalt zürich schönen wohnung ganimete gut gefallen direkt flu gelegen perfekte ort sommer top preisleistung
431;49;4.89;"Schöne, relativ ruhige Wohnung. Kann etwas warm werden wenn‘s draussen auch warm ist, aber dafür hat‘s einen Ventilator in der Wohnung :-)
Ansonsten hab ich mich wohl gefühlt - ich war zur Überbrückung da, weil ich umgezogen bin.";schöne relativ ruhige wohnung warm wenns draussen warm dafür hat ventilator wohnung ansonsten wohl gefühlt überbrückung umgezogen
432;49;4.89;Gut verteilte Wohnung, Warmwasser, Doppelglas, das die Wohnung mit einer schönen Temperatur verlassen hat und das Bett ist extrem komfortabel.;gut verteilte wohnung warmwasser doppelglas wohnung schönen temperatur verlassen bett extrem komfortabel
433;49;4.89;Alles war perfekt. Schönes Apartment mit warmer Atmosphäre. Ich fühlte mich wie zu Hause.;perfekt schönes apartment warmer atmosphäre fühlte hause
434;49;4.89;So gut, dass ich zweimal dort war:);gut zweimal
435;49;4.89;Wir hatten einen tollen Aufenthalt, schöne Wohnung, tolle Lage. Ganimete war eine großartige Gastgeberin, flexibel und steht für alle Bedenken zur Verfügung. Die einzige Beschwerde ist kein WLAN.;tollen aufenthalt schöne wohnung tolle lage ganimete großartige gastgeberin flexibel steht bedenken verfügung einzige beschwerde wlan
436;49;4.89;Ganimete's Unterkunft ist eines der gemütlichsten Orte, an denen ich je übernachtet habe. Es fühlte sich wie mein eigenes Zuhause an.;ganimetes unterkunft gemütlichsten orte denen je übernachtet fühlte eigenes zuhause
437;50;4.25;Schön, sauber, unkompliziert, nett, hat alles was man braucht und rasche Kommunikation.;schön sauber unkompliziert nett braucht rasche kommunikation
438;50;4.25;"Sehr gute Lage in Zürich und verhältnismäßig günstig. WIFI Router hatten wir erst am 2. Abend wegen Wartungen. Parkplätze sind nur stundenweise oder zu extremen Preisen im Parkhaus verfügbar. Beides absolut verständlich, jedoch sollte es in der Beschreibung ggf. nachgebessert werden.
Mehr anzeigen";gute lage zürich verhältnismäßig günstig wifi router erst 2 abend wegen wartungen parkplätze stundenweise extremen preisen parkhaus verfügbar beides absolut verständlich jedoch beschreibung ggf nachgebessert mehr anzeigen
439;50;4.25;Ausgezeichnet, ich empfehle es in guter Lage und gastfreundlicher Gastgeber;ausgezeichnet empfehle guter lage gastfreundlicher gastgeber
440;50;4.25;die Unterkunft war in Ordnung, aber kein WLAN, vor allem, wenn du nicht aus der Schweiz kommst, ist schrecklich, weil du nicht in der EU bist. Ich wollte nach dem Abendessen einchecken, konnte aber nicht. Mangel an Gastfreundschaft.;unterkunft ordnung wlan schweiz kommst schrecklich eu abendessen einchecken konnte mangel gastfreundschaft
441;51;4.63;"Die Wohnung hat eine gute Lage, es sind nur ein paar Minuten bis zur Hardbrücke und von da aus kommt schnell überall hin.
Es war sauber und die Kommunikation hat gut funktioniert.
Wir hätten uns etwas mehr Gemütlichkeit gewünscht.";wohnung gute lage paar minuten hardbrücke kommt schnell überall sauber kommunikation gut funktioniert hätten mehr gemütlichkeit gewünscht
442;51;4.63;"Eine gemütliche kleine Wohnung an perfekter Lage.
Man kann die Stadt von diesem Standort aus perfekt zu Fuss oder mit den ÖV entdecken.
Aber auch wenn man einen Abend zuhause bleiben möchte fühlt man sich sehr wohl. Besonders weil es eine Badewanne hat :)";gemütliche kleine wohnung perfekter lage stadt standort perfekt fuss öv entdecken abend zuhause bleiben möchte fühlt wohl besonders badewanne
443;51;4.63;Danke für diesen Aufenthalt! Super Lage, Sauberkeit top, alles super;danke aufenthalt super lage sauberkeit top super
444;51;4.63;Saubere Wohnung und super schnelle und unkomplizierte Kommunikation. Kann ich nur weiterempfehlen.;saubere wohnung super schnelle unkomplizierte kommunikation weiterempfehlen
445;51;4.63;Sehr netter Kontakt und schöne, sehr gut eingerichtete Wohnung!;netter kontakt schöne gut eingerichtete wohnung
446;51;4.63;"Der Check-in war einfach und unkompliziert. Marco hatte uns im Vorfeld über die Gegebenheiten informiert und sich vergewissert, dass keine Fragen offen blieben.
Die Wohnung ist mit der Tram schnell erreichbar und die Anbindung ist sehr gut (Tram knapp alle 10 Minuten in Richtung Innenstadt). Lebensmittelgeschäfte sind ebenfalls fußläufig. Die Wohnung selbst war sehr sauber und mit allen notwendigen Dingen ausgestattet. Marco war ein guter Gastgeber, der immer schnell antwortete und uns gegenüber sehr freundlich war. Uns hat es sehr gut gefallen und wir würden für einen nächsten Zürich-Trip wiederkommen.";checkin einfach unkompliziert marco vorfeld gegebenheiten informiert vergewissert fragen offen blieben wohnung tram schnell erreichbar anbindung gut tram knapp 10 minuten richtung innenstadt lebensmittelgeschäfte ebenfalls fußläufig wohnung sauber notwendigen dingen ausgestattet marco guter gastgeber immer schnell antwortete gegenüber freundlich gut gefallen nächsten zürichtrip wiederkommen
447;51;4.63;"Die Wohnung hat eine gute Lage, es sind nur ein paar Minuten bis zur Hardbrücke und von da aus kommt schnell überall hin.
Es war sauber und die Kommunikation hat gut funktioniert.
Wir hätten uns etwas mehr Gemütlichkeit gewünscht.";wohnung gute lage paar minuten hardbrücke kommt schnell überall sauber kommunikation gut funktioniert hätten mehr gemütlichkeit gewünscht
448;51;4.63;"Eine gemütliche kleine Wohnung an perfekter Lage.
Man kann die Stadt von diesem Standort aus perfekt zu Fuss oder mit den ÖV entdecken.
Aber auch wenn man einen Abend zuhause bleiben möchte fühlt man sich sehr wohl. Besonders weil es eine Badewanne hat :)";gemütliche kleine wohnung perfekter lage stadt standort perfekt fuss öv entdecken abend zuhause bleiben möchte fühlt wohl besonders badewanne
449;51;4.63;Danke für diesen Aufenthalt! Super Lage, Sauberkeit top, alles super;danke aufenthalt super lage sauberkeit top super
450;51;4.63;Saubere Wohnung und super schnelle und unkomplizierte Kommunikation. Kann ich nur weiterempfehlen.;saubere wohnung super schnelle unkomplizierte kommunikation weiterempfehlen
451;51;4.63;"Marco ist sehr freundlich und antwortet immer sehr schnell auf Fragen.
Die Unterkunft ist sauber und die Lage ist einfach nur super :)";marco freundlich antwortet immer schnell fragen unterkunft sauber lage einfach super
452;52;4.5;Chris war ein guter Gastgeber. Die Wohnung ist sehr stark Renovierungsbedürftig aus dem Grund würde ich nicht nochmal wieder kommen und es empfehlen. Trotzdem danke für alles;chris guter gastgeber wohnung stark renovierungsbedürftig grund nochmal kommen empfehlen trotzdem danke
453;52;4.5;Kann Chris und die Wohnung sehr empfehlen. Die Kommunikation lief super und ich habe meinen mehrtägigen Aufenthalt sehr genossen. Zudem befindet sich in unmittelbarer Nähe der Wohnung ein Supermarkt, sodass man bequem einkaufen kann.;chris wohnung empfehlen kommunikation lief super mehrtägigen aufenthalt genossen zudem befindet unmittelbarer nähe wohnung supermarkt soda bequem einkaufen
454;52;4.5;Wohnung in guter Lage zum Bahnhof Tiefenbrunnen und zum See.;wohnung guter lage bahnhof tiefenbrunnen see
455;52;4.5;Angenehmer Aufenthalt in dieser Wohnung, ruhig, nur wenige Schritte zu Bahnhof Tiefenbrunnen, dann in wenige Minuten im Zentrum, 22 Minuten zum Flughafen.;angenehmer aufenthalt wohnung ruhig wenige schritte bahnhof tiefenbrunnen wenige minuten zentrum 22 minuten flughafen
456;52;4.5;"Für mich war die Wohnung perfekt! Etwas ""funktionell"" eingerichtet, aber wirklich alles vorhanden, was man so braucht, sehr nett und angenehm mit dem Balkon und für meinen Aufenthalt war die Lage ideal. Würde wieder kommen.";wohnung perfekt funktionell eingerichtet wirklich vorhanden braucht nett angenehm balkon aufenthalt lage ideal kommen
457;52;4.5;Chris war ein guter Gastgeber. Die Wohnung ist sehr stark Renovierungsbedürftig aus dem Grund würde ich nicht nochmal wieder kommen und es empfehlen. Trotzdem danke für alles;chris guter gastgeber wohnung stark renovierungsbedürftig grund nochmal kommen empfehlen trotzdem danke
458;52;4.5;Danke für das Feeback. Bis jetzt hat sich niemand in anderen Bewertungen darüber beschwert, dennoch haben wir Einiges erneuert und gemalt und nun ist es schöner;danke feeback niemand bewertungen darüber beschwert dennoch erneuert gemalt schöner
459;52;4.5;Kann Chris und die Wohnung sehr empfehlen. Die Kommunikation lief super und ich habe meinen mehrtägigen Aufenthalt sehr genossen. Zudem befindet sich in unmittelbarer Nähe der Wohnung ein Supermarkt, sodass man bequem einkaufen kann.;chris wohnung empfehlen kommunikation lief super mehrtägigen aufenthalt genossen zudem befindet unmittelbarer nähe wohnung supermarkt soda bequem einkaufen
460;52;4.5;Wohnung in guter Lage zum Bahnhof Tiefenbrunnen und zum See.;wohnung guter lage bahnhof tiefenbrunnen see
461;52;4.5;"Ich habe mich in der Wohnung sehr wohl gefühlt.
Die Wohnung befindet sich in einer tollen Lage. Besonders hat mir auch die Nähe zum See gefallen :-)
Der Check in und die Kommunikation mit Chris verliefen einwandfrei.";wohnung wohl gefühlt wohnung befindet tollen lage besonders nähe see gefallen check kommunikation chris verliefen einwandfrei
462;53;4.92;Top Lage, super entspannte Kommunikation mit sehr sympathischem Host, dazu sehr sauber und alles vorhanden, was man braucht: sehr gute Erfahrung.;top lage super entspannte kommunikation sympathischem host sauber vorhanden braucht gute erfahrung
463;53;4.92;Tolles Studio in zentraler Lage. Limmat direkt um die Ecke, der Zürich See 10 Minuten entfernt. Die Küche ist gut ausgestattet (Salz, Pfeffer, Öl, Kaffee, Tee und alle notwendigen Küchenutensilien sind vorhanden). Und super WiFi. Ich hatte ein gute Zeit. Absolut zu empfehlen.;tolles studio zentraler lage limmat direkt ecke zürich see 10 minuten entfernt küche gut ausgestattet salz pfeffer öl kaffee tee notwendigen küchenutensilien vorhanden super wifi gute zeit absolut empfehlen
464;53;4.92;Einfach alles super , alles war wie besprochen.;einfach super besprochen
465;53;4.92;Tobias war super entgegenkommend, freundlich und hilfsbereit, habe mich in der Wohnung sehr wohl gefühlt und würde sofort wieder kommen, kann einen Aufenthalt uneingeschränkt weiterempfehlen! Danke für alles und alles gute wünsche ich Dir!;tobias super entgegenkommend freundlich hilfsbereit wohnung wohl gefühlt sofort kommen aufenthalt uneingeschränkt weiterempfehlen danke gute wünsche
466;53;4.92;"Ich habe Tobias‘ Apartment für 1 Monat gemietet.
Die Wohnung ist wie beschrieben klein, dafür aber gemütlich und hat alles, was man braucht. Es war alles sauber und die vielen Fenster haben fast den ganzen Tag die Sonne hereingelassen. Nachts kann man äußere Rollos herunter lassen, dann war man vom Niederdorfer Party-Lärm am Wochenende geschützt.
Die Lage war in jeder Hinsicht perfekt. Nah an der Tram, Nah am Hbf, direkt gegenüber ein super Bio-Laden, Restaurants rund herum und zum Bellevue läuft man 5min.
Tobias ein guter Gastgeber. Er beantwortete meine Fragen ausführlich, war sehr behilflich in jeder Beziehung und hat „mitgedacht“. Sowohl bei der Ausstattung seiner Wohnung, als auch im Gespräch mit mir.
Sollte es mich wieder einmal nach Zürich verschlagen, werde ich auf jeden Fall versuchen, das Apartment wieder zu buchen.";tobias apartment 1 monat gemietet wohnung beschrieben klein dafür gemütlich braucht sauber vielen fenster fast ganzen tag sonne hereingelassen nachts äußere rollo herunter lassen niederdorfer partylärm wochenende geschützt lage hinsicht perfekt nah tram nah hbf direkt gegenüber super bioladen restaurant rund herum bellevue läuft 5min tobias guter gastgeber beantwortete fragen ausführlich behilflich beziehung mitgedacht sowohl ausstattung wohnung gespräch zürich verschlagen fall versuchen apartment buchen
467;53;4.92;Die Wohnung ist ausgestattet mit allem, was man braucht, um sich wohl zu fühlen. Die Wohnung ist ideal gelegen in wenigen Gehminuten ist man am Bahnhof und in der Bahnhofstraße, die Trambahn hält direkt um die Ecke und das Zürcher Niederdorf liegt zu Füssen. Sowohl Bruno als Gastgeber wie auch die Unterkunft sind weiterzuempfehlen. Einzige kleine Macke: Speziell am Wochenende sehr viel Stadtlärm auch Nachts, aber mit ner Packung Ohrenstöpsel ist das Problem auch schon gelöst :);wohnung ausgestattet braucht wohl fühlen wohnung ideal gelegen wenigen gehminuten bahnhof bahnhofstraße trambahn hält direkt ecke zürcher niederdorf liegt füssen sowohl bruno gastgeber unterkunft weiterzuempfehlen einzige kleine macke speziell wochenende stadtlärm nachts ner packung ohrenstöpsel problem schon gelöst
468;53;4.92;Top Lage, super entspannte Kommunikation mit sehr sympathischem Host, dazu sehr sauber und alles vorhanden, was man braucht: sehr gute Erfahrung.;top lage super entspannte kommunikation sympathischem host sauber vorhanden braucht gute erfahrung
469;53;4.92;Tolles Studio in zentraler Lage. Limmat direkt um die Ecke, der Zürich See 10 Minuten entfernt. Die Küche ist gut ausgestattet (Salz, Pfeffer, Öl, Kaffee, Tee und alle notwendigen Küchenutensilien sind vorhanden). Und super WiFi. Ich hatte ein gute Zeit. Absolut zu empfehlen.;tolles studio zentraler lage limmat direkt ecke zürich see 10 minuten entfernt küche gut ausgestattet salz pfeffer öl kaffee tee notwendigen küchenutensilien vorhanden super wifi gute zeit absolut empfehlen
470;53;4.92;Einfach alles super , alles war wie besprochen.;einfach super besprochen
471;53;4.92;Tobias war super entgegenkommend, freundlich und hilfsbereit, habe mich in der Wohnung sehr wohl gefühlt und würde sofort wieder kommen, kann einen Aufenthalt uneingeschränkt weiterempfehlen! Danke für alles und alles gute wünsche ich Dir!;tobias super entgegenkommend freundlich hilfsbereit wohnung wohl gefühlt sofort kommen aufenthalt uneingeschränkt weiterempfehlen danke gute wünsche
472;53;4.92;Sehr schöne Wohnung mit allem was man so braucht! :);schöne wohnung braucht
473;54;4.68;"Ich habe 2 Monate in der Wohnung von Alberto gewohnt. Die Wohnung liegt super zentral und alles ist fußläufig zu erreichen. Zur Polybahn ist es nur 1 min Fußweg und auch Supermärkte und Restaurants sind in unmittelbarer Umgebung. Am Wochenende kann es aufgrund der zentralen Lage manchmal etwas lauter sein, aber wenn man die Fenster schließt lässt sich das gut aushalten. Die Wohnung hat alles was man auch für einen längeren Aufenthalt braucht und ich habe mich dort sehr wohlgefühlt. Der kleine Balkon ist natürlich ein Highlight. Leider konnte ich wegen dem Coronaausbruch nicht mehr zurück nach Zürich reisen und meine gesamten Sachen waren noch in der Wohnung. Alberto hat sich darum gekümmert, dass sie verpackt und zu mir gesendet wurden. Das war wirklich super. Die Kommunikation hat sehr gut geklappt und ich habe immer sehr zügig Antworten auf meine Fragen bekommen. Alles in allem kann ich die Unterkunft sehr empfehlen und ich komme sicher nochmal wieder ;)";2 monate wohnung alberto gewohnt wohnung liegt super zentral fußläufig erreichen polybahn 1 min fußweg supermärkte restaurant unmittelbarer umgebung wochenende aufgrund zentralen lage manchmal lauter fenster schließt lässt gut aushalten wohnung längeren aufenthalt braucht wohlgefühlt kleine balkon natürlich highlight leider konnte wegen coronaausbruch mehr zurück zürich reisen gesamten sachen wohnung alberto darum gekümmert verpackt gesendet wurden wirklich super kommunikation gut geklappt immer zügig antworten fragen bekommen unterkunft empfehlen komme sicher nochmal
474;54;4.68;Schöne, kleine Wohnung an Top-Lage im Zentrum, Balkon mit schönem Blick. Sehr netter Host, der sehr schnell antwortet und sich um alles kümmert, damit man sich wohl fühlt. Alles sehr sauber, bequemes Bett, sogar eine Waschmaschine mit Trockner in der Wohnung (was ungewöhnlich ist für Zürich). Einzig die Küchenausstattung könnte für den Preis etwas neuer sein, die ist etwas abgewohnt). Hab mich insgesamt sehr wohl gefühlt.;schöne kleine wohnung toplage zentrum balkon schönem blick netter host schnell antwortet kümmert wohl fühlt sauber bequemes bett sogar waschmaschine trockner wohnung ungewöhnlich zürich einzig küchenausstattung preis neuer abgewohnt insgesamt wohl gefühlt
475;54;4.68;Eine tolle Unterkunft, noch besser als erwartet.;tolle unterkunft besser erwartet
476;54;4.68;Ich war mit der Unterkunft sehr zufrieden. Alberto war ein wunderbarer Gastgeber - würde ich sofort wieder buchen!;unterkunft zufrieden alberto wunderbarer gastgeber sofort buchen
477;54;4.68;"Matratze und Kissen dreckig mit braunen Flecken. Staub Teppich unter dem Schrank (Allergiker). Ungemütliche und vollgepackte Einrichtung mit unnötigen Gegenständen. Kleiner Schimmel in der Dusche. Nur ein Stuhl am Esstisch.

Lage ist super und die Wohnung für einen kurzen Aufenthalt in Ordnung, finde aber das Preis Leistungsverhältnis schlecht. Ich habe 2 Monate dort verbracht und würde es definitiv nicht wieder machen.";matratze kissen dreckig braunen flecken staub teppich schrank allergiker ungemütliche vollgepackte einrichtung unnötigen gegenständen kleiner schimmel dusche stuhl esstisch lage super wohnung kurzen aufenthalt ordnung finde preis leistungsverhältnis schlecht 2 monate verbracht definitiv
478;54;4.68;Danke für das Feedback. Werde mich drum kümmern, dass die Wohnung nächstes Mal besser gereinigt ist.;danke feedback drum kümmern wohnung nächstes mal besser gereinigt
479;54;4.68;Ich habe mich im hübschen und gemütlichen Studio von Alberto sehr wohl gefühlt. Es ist mit allem Nötigen ausgestattet und bietet ein wundervollen Balkon mit Blick auf eine lebendige Strasse. Ich würde jeder Zeit wieder einziehen. Danke Alberto für deine Gastfreundschaft.;hübschen gemütlichen studio alberto wohl gefühlt nötigen ausgestattet bietet wundervollen balkon blick lebendige strasse zeit einziehen danke alberto gastfreundschaft
480;54;4.68;"Ich habe 2 Monate in der Wohnung von Alberto gewohnt. Die Wohnung liegt super zentral und alles ist fußläufig zu erreichen. Zur Polybahn ist es nur 1 min Fußweg und auch Supermärkte und Restaurants sind in unmittelbarer Umgebung. Am Wochenende kann es aufgrund der zentralen Lage manchmal etwas lauter sein, aber wenn man die Fenster schließt lässt sich das gut aushalten. Die Wohnung hat alles was man auch für einen längeren Aufenthalt braucht und ich habe mich dort sehr wohlgefühlt. Der kleine Balkon ist natürlich ein Highlight. Leider konnte ich wegen dem Coronaausbruch nicht mehr zurück nach Zürich reisen und meine gesamten Sachen waren noch in der Wohnung. Alberto hat sich darum gekümmert, dass sie verpackt und zu mir gesendet wurden. Das war wirklich super. Die Kommunikation hat sehr gut geklappt und ich habe immer sehr zügig Antworten auf meine Fragen bekommen. Alles in allem kann ich die Unterkunft sehr empfehlen und ich komme sicher nochmal wieder ;)";2 monate wohnung alberto gewohnt wohnung liegt super zentral fußläufig erreichen polybahn 1 min fußweg supermärkte restaurant unmittelbarer umgebung wochenende aufgrund zentralen lage manchmal lauter fenster schließt lässt gut aushalten wohnung längeren aufenthalt braucht wohlgefühlt kleine balkon natürlich highlight leider konnte wegen coronaausbruch mehr zurück zürich reisen gesamten sachen wohnung alberto darum gekümmert verpackt gesendet wurden wirklich super kommunikation gut geklappt immer zügig antworten fragen bekommen unterkunft empfehlen komme sicher nochmal
481;54;4.68;Schöne, kleine Wohnung an Top-Lage im Zentrum, Balkon mit schönem Blick. Sehr netter Host, der sehr schnell antwortet und sich um alles kümmert, damit man sich wohl fühlt. Alles sehr sauber, bequemes Bett, sogar eine Waschmaschine mit Trockner in der Wohnung (was ungewöhnlich ist für Zürich). Einzig die Küchenausstattung könnte für den Preis etwas neuer sein, die ist etwas abgewohnt). Hab mich insgesamt sehr wohl gefühlt.;schöne kleine wohnung toplage zentrum balkon schönem blick netter host schnell antwortet kümmert wohl fühlt sauber bequemes bett sogar waschmaschine trockner wohnung ungewöhnlich zürich einzig küchenausstattung preis neuer abgewohnt insgesamt wohl gefühlt
482;54;4.68;Eine tolle Unterkunft, noch besser als erwartet.;tolle unterkunft besser erwartet
483;54;4.68;Vielen Dank David! Alles Gute und viel Erfolg!;vielen dank david gute erfolg
484;54;4.68;Ich war mit der Unterkunft sehr zufrieden. Alberto war ein wunderbarer Gastgeber - würde ich sofort wieder buchen!;unterkunft zufrieden alberto wunderbarer gastgeber sofort buchen
485;55;4.57;Alles super, gerne wieder!;super gerne
486;55;4.57;"Cooles Studio an super Lage, mit Traumaussicht auf die Limmat und die Altstadt von Zürich. Man ist wirklich ""mitten im Kuchen""!";cooles studio super lage traumaussicht limmat altstadt zürich wirklich mitten kuchen
487;55;4.57;"Der Blick aus dem Fenster ist tatsächlich so schön. Bemitleidenswert sind die Touristen am anderen Ufer der Limmat, die immer erst zum Lindenhof pilgern müssen, um einen ähnlich schönen Ausblick zu haben.
Wir haben uns sehr gut aufgehoben gefühlt und Alles war so wie beschrieben. Vielen lieben Dank an unsere Gastgeber!";blick fenster tatsächlich schön bemitleidenswert touristen ufer limmat immer erst lindenhof pilgern müssen ähnlich schönen ausblick gut aufgehoben gefühlt beschrieben vielen lieben dank gastgeber
488;55;4.57;Nach ein paar Anlaufschwierigkeiten, die prompt und gut gelöst wurden, hatten wir einen angenehmen Aufenthalt und würden wiederkommen;paar anlaufschwierigkeiten prompt gut gelöst wurden angenehmen aufenthalt wiederkommen
489;55;4.57;Alles super, gerne wieder!;super gerne
490;55;4.57;"Cooles Studio an super Lage, mit Traumaussicht auf die Limmat und die Altstadt von Zürich. Man ist wirklich ""mitten im Kuchen""!";cooles studio super lage traumaussicht limmat altstadt zürich wirklich mitten kuchen
491;55;4.57;"Der Blick aus dem Fenster ist tatsächlich so schön. Bemitleidenswert sind die Touristen am anderen Ufer der Limmat, die immer erst zum Lindenhof pilgern müssen, um einen ähnlich schönen Ausblick zu haben.
Wir haben uns sehr gut aufgehoben gefühlt und Alles war so wie beschrieben. Vielen lieben Dank an unsere Gastgeber!";blick fenster tatsächlich schön bemitleidenswert touristen ufer limmat immer erst lindenhof pilgern müssen ähnlich schönen ausblick gut aufgehoben gefühlt beschrieben vielen lieben dank gastgeber
492;55;4.57;Super nettes Studio, zentral in der Altstadt, wenige Gehminuten vom Hauptbahnhof...;super nettes studio zentral altstadt wenige gehminuten hauptbahnhof
493;56;4.85;"Eine schöne und bequeme Unterkunft mit guter Kücheneinrichtung für eine kleine Familie. Wir haben uns sehr wohlgefühlt. Infos waren top und klar.
Vielen Dank für die Gastfreundschaft";schöne bequeme unterkunft guter kücheneinrichtung kleine familie wohlgefühlt info top klar vielen dank gastfreundschaft
494;56;4.85;Die Wohnung von Michael ist sehr sauber und voll ausgestattet. Ich hatte eine gute Zeit in der Wohnung und kann sie in jedem Fall weiter empfehlen;wohnung michael sauber voll ausgestattet gute zeit wohnung fall empfehlen
495;56;4.85;Super Lage, top Preis-Leistungsverhältnis und die Kommunikation mit Michael lief problemlos. Gern wieder!;super lage top preisleistungsverhältnis kommunikation michael lief problemlos gern
496;56;4.85;Die Wohnung war für uns gut gelegen, um Zürich und Umgebung zu erkunden. Es war alles da was man für einen kurzen Aufenthalt braucht. Super Kommunikation.;wohnung gut gelegen zürich umgebung erkunden kurzen aufenthalt braucht super kommunikation
497;56;4.85;Wunderbar für mich !;wunderbar
498;56;4.85;Super Kommunikation, Raumaufteilung spannend, vielleicht etwas kahl (ein/zwei mehr Bilder?), Küche hat alles an Geräten, was es braucht, ruhig gelegen, direkt am Hürlimannbad, Tramstation 8min zu Fuß, Innenstadt 15min zu Fuß. Empfohlen, sehr gerne wieder.;super kommunikation raumaufteilung spannend vielleicht kahl einzwei mehr bilder küche geräten braucht ruhig gelegen direkt hürlimannbad tramstation 8min fuß innenstadt 15min fuß empfohlen gerne
499;56;4.85;"Eine schöne und bequeme Unterkunft mit guter Kücheneinrichtung für eine kleine Familie. Wir haben uns sehr wohlgefühlt. Infos waren top und klar.
Vielen Dank für die Gastfreundschaft";schöne bequeme unterkunft guter kücheneinrichtung kleine familie wohlgefühlt info top klar vielen dank gastfreundschaft
500;56;4.85;Die Wohnung von Michael ist sehr sauber und voll ausgestattet. Ich hatte eine gute Zeit in der Wohnung und kann sie in jedem Fall weiter empfehlen;wohnung michael sauber voll ausgestattet gute zeit wohnung fall empfehlen
501;56;4.85;Super Lage, top Preis-Leistungsverhältnis und die Kommunikation mit Michael lief problemlos. Gern wieder!;super lage top preisleistungsverhältnis kommunikation michael lief problemlos gern
502;56;4.85;Die Wohnung war für uns gut gelegen, um Zürich und Umgebung zu erkunden. Es war alles da was man für einen kurzen Aufenthalt braucht. Super Kommunikation.;wohnung gut gelegen zürich umgebung erkunden kurzen aufenthalt braucht super kommunikation
503;56;4.85;Schöne Wohnung, unkompliziertes Check-in/-out, freundlicher Gastgeber und fairer Preis.;schöne wohnung unkompliziertes checkinout freundlicher gastgeber fairer preis
504;57;4.68;Sehr empfehlenswert. Sehr gastfreundlich. Kleine süße Wohnung mit allem was man braucht;empfehlenswert gastfreundlich kleine süße wohnung braucht
505;57;4.68;Sehr gute Lager, sehr nah von Bahnhof Örikon, one amazing apartment, there are many interesting things , clean , rührig, grosse Bacron ,unkompliziert: ) sehr empfehlenswert.;gute lager nah bahnhof örikon one amazing apartment there are many interesting thing clean rührig grosse bacron unkompliziert empfehlenswert
506;57;4.68;"Die Wohnung war sehr geschmackvoll eingerichtet, ich denke ein bisschen viel persönliche Sachen die unachtsame Gäste leicht beschädigen können.
Weiterempfehlung 100%";wohnung geschmackvoll eingerichtet denke bisschen persönliche sachen unachtsame gäste leicht beschädigen weiterempfehlung 100
507;57;4.68;Wir hatten eine schöne Zeit in Zürich und kommen gerne wieder! Check-in und Kommunikation waren klasse, Bett und Couch sehr gemütlich und die Wohnung schön eingerichtet. Wir hätten uns allerdings teilweise mehr Ausstattung in der Küche gewünscht und die Wände sind recht dünn.;schöne zeit zürich kommen gerne checkin kommunikation klasse bett couch gemütlich wohnung schön eingerichtet hätten allerdings teilweise mehr ausstattung küche gewünscht wände recht dünn
508;57;4.68;Sehr schöne Wohnung in der Mitte Oerlikon. 5min Fußweg zum Bahnhof Oerlikon. Das self checkout und Checkin sind sehr einfach und problemlos. Mario ist sehr nett und immer hilfsbereit. Vielen Dank für die einfache Kommunikation und viele Hilfe:)) werde auf jeden Fall hier nochmal besuchen.;schöne wohnung mitte oerlikon 5min fußweg bahnhof oerlikon self checkout checkin einfach problemlos mario nett immer hilfsbereit vielen dank einfache kommunikation viele hilfe fall nochmal besuchen
509;57;4.68;Sehr empfehlenswert. Sehr gastfreundlich. Kleine süße Wohnung mit allem was man braucht;empfehlenswert gastfreundlich kleine süße wohnung braucht
510;57;4.68;Sehr gute Lager, sehr nah von Bahnhof Örikon, one amazing apartment, there are many interesting things , clean , rührig, grosse Bacron ,unkompliziert: ) sehr empfehlenswert.;gute lager nah bahnhof örikon one amazing apartment there are many interesting thing clean rührig grosse bacron unkompliziert empfehlenswert
511;57;4.68;"Die Wohnung war sehr geschmackvoll eingerichtet, ich denke ein bisschen viel persönliche Sachen die unachtsame Gäste leicht beschädigen können.
Weiterempfehlung 100%";wohnung geschmackvoll eingerichtet denke bisschen persönliche sachen unachtsame gäste leicht beschädigen weiterempfehlung 100
512;57;4.68;Tolle Lage mit allem, was du für einen Aufenthalt in Zürich brauchst;tolle lage aufenthalt zürich brauchst
513;58;4.97;Genau das Richtige für mich!;genau richtige
514;58;4.97;Zwar urban aber sehr ruhige Gegend. In Studio alles was nötig und ein bisschen mehr. Top Angebot / tolle Gastgeber.;urban ruhige gegend studio nötig bisschen mehr top angebot tolle gastgeber
515;58;4.97;Die Wohnung ist sehr schön und sauber, sehr nah an allem und sicher zu Fuß zu gehen.;wohnung schön sauber nah sicher fuß gehen
516;58;4.97;Alles wie beschrieben, Lage, Sauberkeit und Gastgeber war wirklich gut, würde wieder hier übernachten wollen:);beschrieben lage sauberkeit gastgeber wirklich gut übernachten
517;58;4.97;Genau was ich brauche!;genau brauche
518;58;4.97;Sehr passend für meine Bedürfnisse.;passend bedürfnisse
519;58;4.97;Genau das Richtige für mich!;genau richtige
520;58;4.97;Zwar urban aber sehr ruhige Gegend. In Studio alles was nötig und ein bisschen mehr. Top Angebot / tolle Gastgeber.;urban ruhige gegend studio nötig bisschen mehr top angebot tolle gastgeber
521;58;4.97;Die Wohnung ist sehr schön und sauber, sehr nah an allem und sicher zu Fuß zu gehen.;wohnung schön sauber nah sicher fuß gehen
